,title_id,title,text
46,tt0081505,The Shining,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.,Haunted by a persistent writer's block, the aspiring author and recovering alcoholic, Jack Torrance, drags his wife, Wendy, and his gifted son, Danny, up snow-capped Colorado's secluded Overlook Hotel after taking up a job as an off-season caretaker. As the cavernous hotel shuts down for the season, the manager gives Jack a grand tour, and the facility's chef, the ageing Mr Hallorann, has a fascinating chat with Danny about a rare psychic gift called ""The Shining"", making sure to warn him about the hotel's abandoned rooms, and, in particular, the off-limits Room 237. However, instead of overcoming the dismal creative rut, little by little, Jack starts losing his mind, trapped in an unforgiving environment of seemingly endless snowstorms, and a gargantuan silent prison riddled with strange occurrences and eerie visions. Now, the incessant voices inside Jack's head demand sacrifice. Is Jack capable of murder?,A novelist - Jack Torrance takes a job interview as winter caretaker of the isolated, old, huge and beautiful Overlook Hotel. Jack brings his wife - Wendy and his son Danny. It happens that Danny, has a mysterious power known as ""The Shining"". Danny meets Hallorann - the hotel cook in their first day arriving at the Overlook, who warns him about the hotel and the sinister Room 237. As the days go by, Danny has visions, meanwhile Jack starts driving into insanity, turning more and more aggressive, at the point that Danny and Wendy gets convinced that Jack might try to do something bad."
47,tt0081834,Das Boot,"A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.,""The Boat"" is the story of the crew of one of the hundreds of U-boats deployed by the Germans in World War II. Subject to countless hours of claustrophobic confinement and unending assault by enemy ships, the crew struggles for survival."
48,tt0081846,Cosmos,"Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,Astronomer Dr. Carl Sagan is host and narrator of this 13-hour series that originally aired on Public Broadcasting Stations in the United States. Dr. Sagan describes the universe in a way that appeals to a mass audience, by using Earth as a reference point, by speaking in terms intelligible to non-scientific people, by relating the exploration of space to that of the Earth by pioneers of old, and by citing such Earth legends as the Library of Alexandria as metaphors for space-related future events. Among Dr. Sagan's favorite topics are the origins of life, the search for life on Mars, the infernal composition of the atmosphere of Venus and a warning about a similar effect taking place on Earth due to global pollution and the ""greenhouse effect"", the lives of stars, interstellar travel and the effects of attaining the speed of light, the danger of mankind technologically self-destructing, and the search, using radio technology, for intelligent life in deep space."
49,tt0081912,Only Fools and Horses,"Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,Traders and brothers, Rodney and Derek ""Del Boy"" Trotter, work from the streets of London buying what they can from the auctions and flogging it down at the market, always saying ""This time next year, we'll be millionaires"". Their Granddad and, later in the series, Uncle Albert also live in their council flat as the wise old man saying their next scheme won't work and offering in their jokes.,Hugely successful British comedy about two streetwise London brothers: Del (Derek) and Rodney Trotter. In early years they shared their council flat with 'Grandad' (until the death of actor 'Lennard Pierce') later to be replaced by 'Uncle Albert', a WWII Navy veteran with an anecdote for any occasion. Del and Rodney are best described as lovable and harmless black market traders; they buy and (try to) sell almost anything and many an episode is based around some faulty/stolen stock bought by Del. As with other comedies from writer John Sullivan, the humor is devilishly engineered so as not to telegraph the jokes before the punchlines and there's always a strong cast of support characters. The series has won countless awards and ratings battles."
50,tt0082096,Das Boot,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.,It is 1942 and the German submarine fleet is heavily engaged in the so-called ""Battle of the Atlantic"" to harass and destroy British shipping. With better escorts of the destroyer class, however, German U-boats have begun to take heavy losses. ""Das Boot"" is the story of the crew of one such U-Boat, with the film examining how these submariners maintained their professionalism as soldiers and attempted to accomplish impossible missions, all the while attempting to understand and obey the ideology of the government under which they served.,A look at the lives of the officers and men of the U-96, a German U-boat patrolling the north Atlantic during World War II. Led by Capt.-Lt. Heinrich Lehmann-Willenbrock, the men, for the most part, are seasoned veterans of undersea duty. For the new recruits, including military journalist Lt. Werner, it's all a bit of an eye opener. The quarters are cramped with men sharing bunks - while one is on duty, the other gets sleep - and there's barely enough room for more that two men in passageways at any one time. Their trip is also marked by lengthy periods of boredom while they search for enemy shipping to attack and periods of absolute terror when they find themselves under attack by Allied naval vessels. Throughout it all, the men band together, cynical about just what they are doing but also proud of their accomplishments.,1941 and the Battle of the Atlantic - German U-boats versus freighters supplying Britain - is underway. We see this struggle from the side of the crew of a German U-boat, U-96. We see the relaxation and fun in port, the boredom of patrol, the tension of stalking a convoy, and the sheer terror when they become the hunted.,In October 1941, the German Capt.-Lt. Henrich Lehmann-Willenbrock of the U-96 U-Boat receives the war correspondent Lt. Werner to cover the work in the submarine during their mission in the Atlantic Ocean. They sail out of the shipyard La Rochelle and along the next weeks, Werner learns the lives, loves, fear and behavior of the young crew, the veteran Captain and his officers. The skilled captain hunts British vessels to sink and dives to depths below the limit of the boat to escape from the destroyers. Near Christmas, they plan to return to La Rochelle; but out of the blue, Captain Henrich receives and order to cross the Strait of Gibraltar to go to Italy. But the captain knows how protected the area is and plans a means to lure the British Navy. Will the U-96 succeed in crossing the Strait of Gibraltar?"
51,tt0084787,The Thing,"A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.,During an exploration in Antarctica, a group of researchers come across a Norwegian facility near their research station. They soon come to realize Something horrible happened there. After discovering that the Norwegians had stumbled across something horrific; they leave, but something comes back with them.,An American scientific expedition to the frozen wastes of the Antarctic is interrupted by a group of seemingly mad Norwegians pursuing and shooting a dog. The helicopter pursuing the dog explodes, eventually leaving no explanation for the chase. During the night, the dog mutates and attacks other dogs in the cage and members of the team that investigate. The team soon realizes that an alien life-form with the ability to take over other bodies is on the loose and they don't know who may already have been taken over.,In the midst of the Antartican snowfield, the scientists and workers of a small American research base are shocked when a helicopter begins to circle their camp, chasing and shooting at a dog. When the helicopter is destroyed and the passengers are killed, the dog is let into the base and the Americans begin to wonder what has actually happened. The helicopter has Norwegian markings, must be from the Norwegian base not too far from their own. A team of Americans are sent to the Norwegian base and find out what has happened. On arrival, they find that the place has been totally destroyed. They also discover a mangled body that looks as though it was once that of a person, which they bring back with them for further study. It is only then that the clues begin to add up; the dog morphs horribly into a strange creature that attacks the researchers. They manage to fight it off, but they come to a terrible conclusion: an alien with the power to transform and take the appearance of anybody else is amongst them. Who is infected already, and who can be trusted? Helicopter pilot R.J. MacReady sets out to find the answers to exactly that.,Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart."
52,tt0086250,Scarface,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.,Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down.,Starving for a hearty slice of the exciting American Dream, the Cuban refugee and ex-convict, Tony ""Scarface"" Montana, winds up in the sun-drenched boulevards of President Jimmy Carter's Miami, after Fidel Castro's massive expulsion of Marielitos. There, a blood-soaked drug deal will pave the way for Tony's meteoric rise in the city's violent but lucrative cocaine scene, rapidly transforming him from a voracious dreamer into an all-powerful mega-drug lord. Now, anyone who dares to stand in the way of the cocaine king gets a lethal response from his blood-thirsty Colt AR-15. Will Tony's cocaine-fuelled paranoia mark the beginning of his downfall?,When Fidel Castro opens the harbor at Mariel, Cuba, he sends 125,000 Cuban refugees to reunite with their relatives in the United States. Among all the refugees, there is one who wants it all, his name is Tony Montana. Tony and his friend Manny arrive in the United States and start in small time jobs. Soon, they are hired by Omar Suarez to pay money to a group of Colombians. When the deal goes wrong, Tony and Manny leave with the money and succeed in their job. Soon Tony meets with drug kingpin Frank Lopez and falls for his boss's girl, Elvira. Pretty soon Tony will know that those who want it all, do not last forever; that is the price of power.,An update of the 1932 film, Scarface (1983) follows gangster Tony Montana and his close friend Manny Ray from their trip on the Cuban Boat Lift for refugees to their arrival in Miami. After killing a powerful Cuban figure, Montana and company gain the ability to leave their refugee camps and roam around the U.S. After unsuccessfully trying to make it legitimately in the country, Montana and Ray resort to selling cocaine to dealers around the world. Tony's rise is quick, but as he becomes more powerful, his enemies and his own paranoia begin to plague his empire.,When Castro opened the port at Mariel Harbor, thousands of Cubans fled to the United States. One is a young tough named Antonio (Tony) Montana, who, with his friend Manny Ray, starts in with Miami's cocaine trade. He survives attack by chainsaw after a deal goes bad, and several other attempts by other dealers to eliminate him. Eventually the grandiose Montana becomes head of a cocaine cartel. But his enemies start coming after him, and his paranoia threatens to drive Montana's empire into the ground..."
53,tt0086831,"Yes, Prime Minister","James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,Following on from Yes Minister, Jim Hacker is now Prime Minister and Sir Humphrey Appleby is Cabinet Secretary. Bernard is also along for the ride, as Hacker's personal secretary. As in their previous roles, their jobs often devolve into a battle of agendas, ideals, wills and wits between Hacker and Sir Humphrey.,Following a series of circumstances involving the Eurosausage, the Home Secretary drink driving and the Chancellor's dalliances with a shady lady from Argentina, Minister for Administrative Affairs Jim Hacker finds himself elevated to Number 10 Downing Street without being quite sure how he got there. But life as Prime Minister is no easier than being a Minister; Hacker still finds his every move challenged by the Civil Service as represented by his new Cabinet Secretary, the ever-wily and manipulative Sir Humphrey Appleby, who is as equally determined that nothing should change as Hacker is that changes should be made. Wandering nervously between them is Bernard Wooley, Hacker's private secretary, who continues juggling his responsibilities to his political master with his loyalties to his Civil Service colleagues..."
54,tt0086879,Amadeus,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.,Antonio Salieri believes that Wolfgang Amadeus Mozart's music is divine and miraculous. He wishes he was himself as good a musician as Mozart so that he can praise the Lord through composing. He began his career as a devout man who believes his success and talent as a composer are God's rewards for his piety. He's also content as the respected, financially well-off, court composer of Austrian Emperor Joseph II. But he's shocked to learn that Mozart is such a vulgar creature, and can't understand why God favored Mozart to be his instrument. Salieri's envy has made him an enemy of God whose greatness was evident in Mozart. He is ready to take revenge against God and Mozart for his own musical mediocrity.,Claiming to have murdered the composer Wolfgang Amadeus Mozart, the elderly Antonio Salieri recounts to a priest his dealings with the brilliant composer. Salieri was court composer to Austrian Emperor Joseph II when Mozart and he first met. The Emperor, a major patron of the arts, immediately commissioned Mozart to write an opera in German, rather than the customary Italian. Mozart is childish, arrogant, annoying and brilliant all at once and Salieri is simultaneously in awe and green with envy at his genius. Salieri uses Mozart's difficult relationship with his father and his guilt over being a bad son to drive him slightly mad and into a downward spiral of ill health, leading to his death.,It is the early 19th century. An old man is thrown into an insane asylum after trying to commit suicide. He is Antonio Salieri and in the asylum he is visited by a priest, to whom he confesses that he killed Mozart. He then recounts his time as court composer to Emperor Joseph II of Austria. Mozart appears at the court and is hired by the Emperor to produce an opera. His genius is quite evident. Salieri is a devout Christian man and believes all musical talent and inspiration is given by God. Mozart's personal life and extracurricular activities appall Salieri. He cannot reconcile Mozart's talent and his lifestyle and sets out to drive him from the court. Initially his aim is to undermine him but over time his intentions turn deadlier.,Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men."
55,tt0087544,Nausicaä of the Valley of the Wind,"Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,An animated fantasy-adventure. Set one thousand years from now, the Earth is ravaged by pollution and war. In the Valley of the Wind lives Nausicaä, Princess of her people. Their land borders on a toxic jungle, filled with dangerous over-sized insects. Meanwhile, two nearby nations are bitterly engaged in a war and the Valley of the Wind is stuck in the middle.,Taking place in a post-apocalyptic world in the far future, the film tells the story of Nausicaä (Shimamoto), the young Princess of the Valley of the Wind. She becomes embroiled in a struggle with Tolmekia, a kingdom that tries to use an ancient weapon to eradicate a jungle of mutant giant insects, and attempts to stop the Tolmekians from enraging these creatures.,In the far future, man has destroyed the Earth in the ""Seven Days of Fire"". Now, there are small pockets of humanity that survive. One pocket is the Valley of Wind where a Princess named Nausicaä tries to understand, rather than destroy the Toxic Jungle. Note that the old U.S. release titled ""Warriors of the Wind"" is an entirely ""kiddiefied"" version which edited the original movie heavily, thus creating an entirely different story.,In the far future, a thousand years after a nuclear war left the Earth as a nuclear holocaust. The Valley of the Wind, a small kingdom ruled by King Jil struggles for survival as the community tries to defend the Valley from gigantic Ohmu and toxic plants that live beyond the Valley in the Sea of Decay, while Jil's daughter and heiress to the throne, Princess Nausicaä tries to understand and feels it is wrong to destroy the toxic jungle. The Valley is attacked by the Tolmekian people who plan to destroy the Sea of Decay by using the greatest warriors that started the holocaust. After Nausicaä is taken prisoner, Nausicaä escapes and goes beneath the Sea of Decay where she discovers the toxic plants are not poisoning the air, and are purifying the world by draining the air of radiation and toxins. With everything at stake, Nausicaä unites with the Ohmus and set out to the Valley and foil the Tolmekians plan of unleashing the Great Warrior which will start another holocaust."
56,tt0087843,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.,With the vivid memory of his long-gone childhood friends, Max, Patsy, and Cockeye, etched in his mind, his ferociously loyal partners-in-crime during their rise to prominence in New York's Prohibition-era Lower East Side, the defeated, penniless, and guilt-ridden former gangster, David ""Noodles"" Aaronson, returns to Manhattan. Not knowing what to expect, while on a mission to shed light on his opaque past, grizzled Noodles reunites with his only living friend, Fat Moe, after thirty-five haunted years of self-exile. However, the relentless, piercing sound of culpability stands in the way of finding closure, as the inscrutable content of a well-worn leather suitcase further complicates matters. And now, against the backdrop of a torn conscience, the sad and bittersweet recollections of more than fifty years of love, death, and everything in between, become inextricably intertwined, leading to even more puzzling questions. But, what are a man's options when he is left with nothing?,Epic, episodic, tale of the lives of a small group of New York City Jewish gangsters spanning over 40 years. Told mostly in flashbacks and flash-forwards, the movie centers on small-time hood David 'Noodles' Aaronson and his lifelong partners in crime; Max, Cockeye and Patsy and their friends from growing up in the rough Jewish neighborhood of New York's Lower East Side in the 1920s, to the last years of Prohibition in the early 1930s, and then to the late 1960s where an elderly Noodles returns to New York after many years in hiding to look into the past."
57,tt0087884,"Paris, Texas","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.,A man wanders out of the desert after a four year absence. His brother finds him, and together they return to L.A. to reunite the man with his young son. Soon after, he and the boy set out to locate the mother of the child, who left shortly after the man disappeared.,After an absence of 4 years, Travis Henderson suddenly reappears in a deserted part of south Texas. His brother Walt fetches him and he is soon reunited with his son Hunter. He can't really explain why he's been away or why he's suddenly reappeared. Walt has been raising Travis' son Hunter and it takes a while for the two of them to get reacquainted. They eventually set off together to find Jane, Travis' wife and Hunter's mother. She is found working in a peep show in Houston but a happy family reunion isn't in the cards.,A man stumbles out of the desert in southern Texas. He appears to be mute, and doesn't respond to questions. The hospital he ends up in calls his brother in California, who comes to take him back to LA. His brother hasn't seen him in four years. What caused him to be catatonic and wandering around in the desert?,Four years after he disappeared without a trace, Travis Henderson reemerges in the small US border town of Terlingua, Texas, where his Los Angeles residing brother Walt Henderson must retrieve him. Travis, looking a little worse for wear, is initially mum about everything that has happened in his life in the intervening years, especially why he and his wife, Jane Henderson, individually abandoned their lives and their marriage which resulted in who was their then four year old son Hunter Henderson being dropped off with Walt and his wife, Anne Henderson. Believing that Travis and Jane had both since died, Walt and Anne have raised Hunter as their own, he who does not generally remember either of his biological parents. Travis' return is thus bittersweet for Walt and Anne who have to decide what to do about Hunter and his relationship with his biological father, which nonetheless is strained in Hunter not really knowing Travis. Travis' return is not by accident as it is just the next step in he reconciling his life with regard to Hunter which involves his want to go to Paris, Texas, where he has purchased some property. But that reconciliation takes a turn when Anne divulges some information to him, which leads to a trip to Houston to make that reconciliation perhaps not more holistic but just in Travis' mind.,Drifting aimlessly along the barren and dusty Texan desert, a weather-beaten, silent, and amnesiac Travis reunites with his brother after four long years of self-exile. Little by little, Travis--smitten with remorse and brimming with repressed emotions--makes an effort to reconnect with civilisation; after all, his eight-year-old son, Hunter, and his missing wife, Jane, now need him more than ever. The faded memories of a once-happy life; the monotonous stretches of lonely open roads; mute but fiery anticipation, and thousands of kilometres separate Travis from reconciliation. Will he ever find closure?"
58,tt0088484,Blackadder II,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.,Sixty years after the demise of Prince Edmund Plantagenet, Queen Elizabeth I, who's as insane as her ancestors, is England's current leader. Seductive, easy-to-impress, spoiled, and always seeking a husband, ""Queenie"" has a leading courtier: Lord Edmund Blackaddder, great-grandson of the original. Now, however, he is dryly cynical and intelligent, but still trying to become king; this time by marrying the queen. However, her right-hand-man, Lord Melchett, will always serve as fair competition for her hand. Blackadder is again assisted by the clueless but fashionable Lord Percy Percy and dung-eating, ""cunning"" peasant Baldrick.,In this series, Edmund Blackadder is a leading courtier at the court of a ditsy Queen Elizabeth I. This suave and clever Edmund is again assisted by his now moronic but still grungy servant Baldrick and a moronic Lord Percy. His chief rival is the fawning Lord Melchert."
59,tt0089881,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.,Japanese warlord Hidetori Ichimonji decides the time has come to retire and divide his fiefdom among his three sons. His eldest and middle sons - Taro and Jiro - agree with his decision and promise to support him for his remaining days. The youngest son Saburo disagrees with all of them arguing that there is little likelihood the three brothers will remain united. Insulted by his son's brashness, the warlord banishes Saburo. As the warlord begins his retirement, he quickly realizes that his two eldest sons selfish and have no intention of keeping their promises. It leads to war and only banished Saburo can possibly save him.,A story of greed, a lust for power, and ultimate revenge. The Great Lord Hidetora Ichimonji has decided to step aside to make room for the younger blood of his three sons, Taro, Jiro, and Saburo, the Lord's only wish now being to live out his years as an honored guest in the castle of each of his sons in turn. While the older two sons flatter their father, the youngest son attempts to warn him of the folly of expecting the three sons to remain united; enraged at the younger son's attempt to point out the danger, the father banishes him. True to the younger son's warning, however, the oldest Son soon conspires with the second son to strip The Great Lord of everything, even his title."
60,tt0091251,Come and See,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.,The feature film directed by Elem Klimov, shot in the genre of military drama. The action takes place on the territory of Belarus in 1943. In the center of the story is a Belarusian boy, who witnesses the horrors of the Nazi punitive action, turning from a cheerful teenager into a gray-haired old man for two days.,During WWII, a Belarusian boy is thrust into the atrocities of war, fighting with a hopelessly unequipped Soviet resistance movement against ruthless German forces. Witnessing scenes of abject terror and surviving horrifying situations, he loses his innocence and then his mind."
61,tt0091763,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.,Chris Taylor is a young, naive American who gives up college and volunteers for combat in Vietnam. Upon arrival, he quickly discovers that his presence is quite nonessential, and is considered insignificant to the other soldiers, as he has not fought for as long as the rest of them and felt the effects of combat. Chris has two non-commissioned officers, the ill-tempered and indestructible Staff Sergeant Robert Barnes and the more pleasant and cooperative Sergeant Elias Grodin. A line is drawn between the two NCOs and a number of men in the platoon when an illegal killing occurs during a village raid. As the war continues, Chris himself draws towards psychological meltdown. And as he struggles for survival, he soon realizes he is fighting two battles, the conflict with the enemy and the conflict between the men within his platoon.,Chris Taylor leaves his university studies to enlist in combat duty in Vietnam in 1967. Once he's on the ground in the middle of battle, his idealism fades. Infighting in his unit between Staff Sergeant Barnes, who believes nearby villagers are harboring Viet Cong soldiers, and Sergeant Elias, who has a more sympathetic view of the locals, ends up pitting the soldiers against each other as well as against the enemy.,A gritty and emotional look at the lives of a platoon of American soldiers as they patrol, fight and die in the jungles of Vietnam as seen through the perspective of a young recruit. Two veteran sergeants clash when one of them precipitates a massacre of villagers.,Chris Taylor has arrived in Vietnam in the year 1967. Initially, he is mostly isolated from the rest of his platoon given that he is new to the unit. Over time, after witnessing combat and getting wounded, Taylor becomes more integrated into his unit. At the same time, tensions emerge following a massacre conducted by members of the platoon and Taylor finds himself caught in the crossfire."
62,tt0092324,Blackadder the Third,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.,During the Regency period, the insane King George III's stark raving mad son, George, is the Prince Regent of Wales. Vulgar and staggeringly slow-and-dim-witted, George exhausts the country's money and would surely be dead by now were it not for his dry, angry, bitter, arrogant and cynical butler, Edmund Blackadder, Esq. Blackadder is an ex-aristocrat who has lost his family fortune and been reduced to servant-hood, and full of loathing knowing he should have a better position then serving a lunatic. Sod-Off Baldrick is his dirty, smelly peasant servant, and Mrs. Miggins is an annoying cheerful coffee-shoppe owner who is too stupid to understand most of Mr. Blackadder's insults.,In this series, Edmond Blackadder is the intelligent, disgruntled, and sardonic butler to the extremely stupid and vulgar Prince George, the Prince Regent of regency England. Blackadder is again assisted by the moronic grungy servant Baldrick."
63,tt0092337,Dekalog,"Ten television drama films, each one based on one of the Ten Commandments.,This is a series of ten shorts created for Polish Television, with plots loosely based upon the Ten Commandments, directed by Krzysztof Kieslowski. Two of these, Dekalog 5 and 6, are shorter cuts from the feature-length films--Krotki film o zabijaniu (A Short Film About Killing) and Krotki film o milosci (A Short Film About Love), respectively. They deal with the emotional turmoil suffered by humanity, when instinctual acts and societal morality conflict."
64,tt0092455,Star Trek: The Next Generation,"Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before.,Set in the twenty-fourth century and seven to eight decades after the adventures of the original crew of the starship Enterprise, this new series is the long-awaited successor to Star Trek: The Original Series (1966). Under the command of Captain Jean-Luc Picard, the all new Enterprise NCC 1701-D travels out to distant planets to seek out new life and to boldly go where no one has gone before."
65,tt0093058,Full Metal Jacket,"A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.,The lives of several young men who undergo Marine Corps basic training and are then shipped off to Vietnam. The main character is J.T. 'Joker' Davis who, along with all the other new recruits, constantly has to deal with their demanding Drill Instructor, Gny. Sgt Hartman. One recruit in particular, Leonard 'Gomer Pyle' Lawrence, is having a particularly hard time, especially after DI Hartman punishes the entire squad anytime he screws up, which is often. It all leads to tragedy. Davis makes it through and soon finds himself in Vietnam working as a combat journalist where he gets to see the horrors of war first-hand during the Tet offensive.,A two-segment story that follows young men from the start of recruit training in the Marine Corps to the lethal cauldron known as Vietnam. The first segment follows Joker, Pyle and others as they progress through the hell of USMC boot-camp at the hands of the colorful, foul-mouthed Gunnery Sergeant Hartman. The second begins in Vietnam, near Hue, at the time of the Tet Offensive. Joker, along with Animal Mother, Rafterman and others, face threats such as ambush, booby traps, and Viet Cong snipers as they move through the city.,Full Metal Jacket begins by following the trials and tribulations of a platoon of fresh Marine Corps recruits focusing on the relationship between Gunnery Sergeant Hartman and Privates Pyle and Joker. We see Pyle grow into an instrument of death as Hartman has foreseen of all of his recruits. Through Pyle's torment and Joker's unwillingness to stand up against it the climax of part one is achieved with all three main characters deciding their fates by their action or inaction. The second chapter delves into Joker's psyche and the repeated referral to the fact that he joined the Corps to become a killer. When his mostly behind the scenes job as a combat correspondent is interfered with by the Tet offensive he is thrust into real combat and ultimately must decide if he really is a killer.,During the Vietnam War private 'Joker' -the narrator, a future author- and his class are put through the US Marine indoctrination and training under DI Gunnery Sergeant Hartman's verbally and physically abusive, sex-obsessed style. It's all far worse for fat simpleton Pyle, who keeps doing everything wrong, even when gentle Joker is appointed his personal tutor, until peer pressure becomes group bullying. On their last day at Paris Island, when everyone graduates, the psychological time-bomb explodes. Only intellectual Joker isn't assigned to jungle duty but as military war correspondent. He's unwilling to play the deceptive propaganda game and violence catches up even in the 'safe' city Hue."
66,tt0095016,Die Hard,"An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,NYPD cop John McClane goes on a Christmas vacation to visit his wife Holly in Los Angeles where she works for the Nakatomi Corporation. While they are at the Nakatomi headquarters for a Christmas party, a group of robbers led by Hans Gruber take control of the building and hold everyone hostage, with the exception of John, while they plan to perform a lucrative heist. Unable to escape and with no immediate police response, John is forced to take matters into his own hands.,New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and his daughter and son Christmas Eve. He joins her at a holiday party in the headquarters of the Japanese-owned business she works for. But the festivities are interrupted by a group of terrorists who take over the exclusive high-rise, and everyone in it. Very soon McClane realizes that there's no one to save the hostages -- but him.,John McClain, a new York City cop flys to LA to visit his wife at a Christmas party. But when twelve terrorist attack the building at the same night, McCain is the only hope of saving everybody. With nothing but a handgun and his wits he is forced to take on Hans Gruber and his fellow terrorists.,Tough New York cop John McClane finds himself in a tight situation when an office building in Los Angeles is taken over by terrorists. Apart from himself, everyone else in the building - including his wife - is held at gunpoint while their captors spell out their demands. The F.B.I. are called in to survey the situation, but John McClane has other plans for the terrorists...,New York cop John McClane flies to Los Angeles on Christmas eve to spend the holidays with his family. He arrives at the Nakatomi corp. building for his wife's office party. International terrorists take over the building and hold every one as hostage to steal $600 million of bonds from the vaults of the building. Now its up to McCLane to face the terrorists and save his wife and the other hostages.,In the city of Los Angeles, a Christmas party is held on the 30th floor of the Nakatomi Plaza Hotel. While the party is going on, downstairs, a band of German terrorists arrive and take the entire building hostage including its employees and attempt a huge robbery. But the only one who eludes capture is New York City Cop John McClane who launches a one man war in an attempt to stop the terrorists and save all hostages including his wife Holly.,John McClane is a cop from New York City who is on his way to Los Angeles to see his kids and his wife Holly, who moved to LA because of a job at the Nakatomi Corporation. When he arrives at Nakatomi Plaza, he meets Holly's boss Joe Takagi and her co-worker Harry Ellis. He and Holly go into a private bathroom and get into an argument. When Holly leaves to give a speech, thirteen armed terrorists lead by Hans Gruber seize control of the building and take the occupants of the 30th floor, who are the only ones left in the building, hostage. Luckily, they missed John and he has to figure out how to save the hostages before the terrorists get their way."
